Experiment;me;Year;Crop;Yield;Height;Heading;Maturity
EX978;Puste_Jakartice;2007;WW;9.73;97.52;135;194
EX979;Puste_Jakartice;2007;WW;10.34;85.65;136;196
EX980;Puste_Jakartice;2007;WW;9.67;98.87;139;196
EX981;Puste_Jakartice;2007;WW;10.73;88.33;140;197
EX982;Puste_Jakartice;2007;WW;9.34;96.22;139;195
EX983;Puste_Jakartice;2007;WW;10.47;87.92;139;197
EX984;Puste_Jakartice;2009;WW;7.9;97.48;138;203
EX985;Puste_Jakartice;2009;WW;7.92;101.03;143;207
EX986;Puste_Jakartice;2009;WW;;99.54;142;205
EX987;Puste_Jakartice;2009;WW;9.82;87.04;139;207
EX988;Puste_Jakartice;2009;WW;;93.88;143;209
EX989;Puste_Jakartice;2009;WW;9.78;92.33;143;212
EX990;Puste_Jakartice;2010;WW;9.22;82.28;152;209
EX991;Puste_Jakartice;2010;WW;7.04;92.75;157;210
EX992;Puste_Jakartice;2010;WW;6.68;92.23;157;208
EX993;Puste_Jakartice;2010;WW;9.41;90.02;157;213
EX994;Puste_Jakartice;2010;WW;6.71;88.69;150;205
EX995;Puste_Jakartice;2011;WW;10.19;93.56;145;207
EX996;Puste_Jakartice;2011;WW;11.15;;144;210
EX997;Puste_Jakartice;2011;WW;9.58;90.8;146;207
EX998;Puste_Jakartice;2011;WW;11.03;;148;211
EX999;Puste_Jakartice;2011;WW;11.77;;148;215
EX1000;Puste_Jakartice;2012;WW;6.97;80.78;148;
EX1001;Puste_Jakartice;2012;WW;7.27;;149;206
EX1002;Puste_Jakartice;2012;WW;6.62;79.26;144;202
EX1003;Puste_Jakartice;2012;WW;6.83;;145;204
EX1004;Puste_Jakartice;2012;WW;7.02;82.33;149;204
EX1005;Puste_Jakartice;2013;WW;7.41;94.38;151;209
EX1006;Puste_Jakartice;2013;WW;7.23;91.83;158;214
EX1007;Puste_Jakartice;2013;WW;7.43;93.3;158;214
EX1008;Puste_Jakartice;2013;WW;9.19;;158;219
EX1009;Puste_Jakartice;2013;WW;9.19;;159;220
EX1010;Puste_Jakartice;2014;WW;10.07;;139;
EX1011;Puste_Jakartice;2014;WW;9.42;105.44;141;201
EX1012;Puste_Jakartice;2014;WW;9.77;104.69;141;202
EX1013;Puste_Jakartice;2014;WW;10.76;;141;206
EX1014;Puste_Jakartice;2014;WW;8.74;106.12;138;201
EX1015;Puste_Jakartice;2015;WW;9.35;106.57;142;202
EX1016;Puste_Jakartice;2015;WW;9.8;101.81;146;202
EX1017;Puste_Jakartice;2015;WW;11.05;;146;203
EX1018;Puste_Jakartice;2016;WW;9.22;104.14;147;204
EX1019;Puste_Jakartice;2016;WW;10.5;102.46;148;204
EX1020;Puste_Jakartice;2016;WW;11.32;99.87;147;206
EX1021;Puste_Jakartice;2016;WW;11.05;96.96;148;205
EX1022;Puste_Jakartice;2016;WW;10.44;99.41;158;209
EX1023;Puste_Jakartice;2016;WW;9.76;101.15;153;203
EX1024;Puste_Jakartice;2018;WW;9.13;93.08;134;190
EX1025;Puste_Jakartice;2018;WW;9.01;92.33;136;191
EX1026;Puste_Jakartice;2018;WW;10.54;83.06;136;192
EX1027;Puste_Jakartice;2018;WW;11.11;85.35;138;194
EX1028;Puste_Jakartice;2019;WW;;100.15;142;190
EX1029;Puste_Jakartice;2019;WW;;101.95;146;192
EX1030;Puste_Jakartice;2019;WW;;;147;194
EX1031;Puste_Jakartice;2019;WW;;;145;193
EX1032;Puste_Jakartice;2020;WW;8.8;98.45;142;208
EX1033;Puste_Jakartice;2020;WW;;100.63;148;209
EX1034;Puste_Jakartice;2020;WW;;100.22;148;208
EX1035;Puste_Jakartice;2020;WW;9.36;104.74;142;205
EX1036;Puste_Jakartice;2020;WW;;103.81;149;208
EX1037;Puste_Jakartice;2020;WW;;106.44;148;208
EX1038;Puste_Jakartice;2021;WW;11.61;86.89;153;207
EX1039;Puste_Jakartice;2021;WW;12.4;90.63;158;211
EX1040;Puste_Jakartice;2021;WW;12.01;90.64;158;212
EX1041;Puste_Jakartice;2022;WW;10.91;90.57;145;202
EX1042;Puste_Jakartice;2022;WW;10.61;91.68;141;198
EX1043;Puste_Jakartice;2022;WW;11.61;84.3;142;200
EX1044;Puste_Jakartice;2022;WW;10.39;92.65;144;201
EX1045;Puste_Jakartice;2022;WW;11.9;87.51;145;202
EX1046;Puste_Jakartice;2023;WW;11.35;108.84;147;208
EX1047;Puste_Jakartice;2023;WW;12.18;101.78;148;210
EX1048;Puste_Jakartice;2023;WW;10.34;108.49;143;205
EX1049;Puste_Jakartice;2023;WW;12.15;96.96;144;207
EX1050;Puste_Jakartice;2023;WW;;101.8;149;210
EX1051;Puste_Jakartice;2023;WW;;106.93;148;208
EX1052;Stankov;2006;WW;7.84;93.59;159;198
EX1053;Stankov;2006;WW;6.73;104.12;157;198
EX1054;Stankov;2006;WW;8.69;89.35;158;199
EX1055;Stankov;2006;WW;8.64;78.22;161;200
EX1056;Stankov;2007;WW;8.8;86.65;138;190
EX1057;Stankov;2007;WW;10.16;77.26;139;190
EX1058;Stankov;2007;WW;9.76;90.31;138;191
EX1059;Stankov;2007;WW;10.14;82.39;134;191
EX1060;Stankov;2007;WW;12.25;86.65;140;193
EX1061;Stankov;2008;WW;11.4;100.76;153;204
EX1062;Stankov;2008;WW;8.37;105.79;152;201
EX1063;Stankov;2008;WW;10.24;102.17;153;202
EX1064;Stankov;2008;WW;8.82;110.26;150;202
EX1065;Stankov;2008;WW;11.02;109.24;148;200
EX1066;Stankov;2009;WW;7.44;105.47;150;207
EX1067;Stankov;2009;WW;10.53;99.45;151;214
EX1068;Stankov;2009;WW;7.32;105.34;148;208
EX1069;Stankov;2009;WW;9.78;99.29;150;215
EX1070;Stankov;2009;WW;6.85;106.15;143;203
EX1071;Stankov;2009;WW;10.65;94.19;144;208
EX1072;Stankov;2010;WW;8.94;101;156;207
EX1073;Stankov;2010;WW;10.52;95.36;156;208
EX1074;Stankov;2011;WW;9.21;85.66;148;208
EX1075;Stankov;2011;WW;10.82;;149;211
EX1076;Stankov;2011;WW;7.95;83.2;146;209
EX1077;Stankov;2011;WW;9.3;;147;211
EX1078;Stankov;2011;WW;8.97;87.5;143;204
EX1079;Stankov;2012;WW;7.91;86.93;149;208
EX1080;Stankov;2012;WW;10.29;;150;209
EX1081;Stankov;2012;WW;9.58;;150;
EX1082;Stankov;2012;WW;8.31;95.86;145;
EX1083;Stankov;2012;WW;8.86;;145;
EX1084;Stankov;2012;WW;8;91.3;149;
EX1085;Stankov;2013;WW;6.74;104.33;160;
EX1086;Stankov;2013;WW;8.96;;158;
EX1087;Stankov;2013;WW;5.58;107.97;154;206
EX1088;Stankov;2013;WW;8.02;;154;207
EX1089;Stankov;2013;WW;6.53;105.12;160;208
EX1090;Stankov;2013;WW;8.82;;159;209
EX1091;Stankov;2013;WW;8.3;;161;209
EX1092;Stankov;2014;WW;9.89;109.52;147;
EX1093;Stankov;2014;WW;10.84;;148;
EX1094;Stankov;2014;WW;9.07;120.6;143;
EX1095;Stankov;2014;WW;11.56;;143;
EX1096;Stankov;2014;WW;9.37;105.84;145;
EX1097;Stankov;2014;WW;10.62;;146;205
EX1098;Stankov;2015;WW;7.79;108;142;200
EX1099;Stankov;2015;WW;9.99;;144;201
EX1100;Stankov;2015;WW;8.93;102.77;147;199
EX1101;Stankov;2015;WW;9.95;;148;201
EX1102;Stankov;2016;WW;9.27;98.63;158;205
EX1103;Stankov;2016;WW;9.96;97.52;157;206
EX1104;Stankov;2016;WW;8.67;88.93;153;202
EX1105;Stankov;2016;WW;9.14;96.1;149;
EX1106;Stankov;2016;WW;11.39;90.5;149;
EX1107;Stankov;2017;WW;;72.2;151;192
EX1108;Stankov;2017;WW;;65.23;151;192
EX1109;Stankov;2017;WW;;70.81;152;193
EX1110;Stankov;2017;WW;;65.94;153;193
EX1111;Stankov;2017;WW;;;153;192
EX1112;Stankov;2017;WW;;;154;193
EX1113;Stankov;2018;WW;8.68;93.32;140;191
EX1114;Stankov;2018;WW;9.94;82;137;194
EX1115;Stankov;2018;WW;10.5;85.21;142;194
EX1116;Stankov;2018;WW;9.88;95.72;138;187
EX1117;Stankov;2018;WW;11.73;87.26;138;191
EX1118;Stankov;2019;WW;9.45;105.42;147;195
EX1119;Stankov;2019;WW;9.69;99.03;151;197
EX1120;Stankov;2019;WW;10.6;89.06;152;198
EX1121;Stankov;2019;WW;9.27;97.18;149;197
EX1122;Stankov;2019;WW;10.22;88.62;150;198
EX1123;Stankov;2020;WW;9.83;102.78;149;208
EX1124;Stankov;2020;WW;8.71;104.21;144;205
EX1125;Stankov;2020;WW;11.07;96.17;143;206
EX1126;Stankov;2020;WW;10.02;102.41;150;207
EX1127;Stankov;2020;WW;11.63;95.73;149;208
EX1128;Stankov;2021;WW;10.56;90.37;158;207
EX1129;Stankov;2021;WW;11.21;89.48;158;207
EX1130;Stankov;2021;WW;9.94;88.93;154;203
EX1131;Stankov;2022;WW;11.36;95.49;145;195
EX1132;Stankov;2022;WW;11.27;86.34;145;196
EX1133;Stankov;2022;WW;10.85;93.73;146;196
EX1134;Stankov;2022;WW;11.43;89.67;147;196
EX1135;Stankov;2023;WW;;97.86;150;196
EX1136;Stankov;2023;WW;;;150;196
EX1137;Stankov;2023;WW;7.09;80.94;145;193
EX1138;Stankov;2023;WW;7.69;78.54;145;194
EX1139;Stankov;2024;WW;8.33;92.91;;197
EX1140;Stankov;2024;WW;7.98;90.48;;197
EX1141;Stankov;2024;WW;9.18;89;;198
EX1142;Stankov;2024;WW;8.6;86.28;;198
EX1143;Stankov;2024;WW;8.05;87.17;;195
EX1144;Stankov;2024;WW;9.96;85.3;;195
EX1145;Stupice;2006;WW;8.09;79.18;157;
EX1146;Stupice;2006;WW;8.68;70.17;151;
EX1147;Stupice;2006;WW;9.6;81.39;159;
EX1148;Stupice;2007;WW;10.35;89.26;135;
EX1149;Stupice;2007;WW;10.17;91.17;140;
EX1150;Stupice;2008;WW;11.6;97.01;151;
EX1151;Stupice;2008;WW;10.36;101;151;
EX1152;Stupice;2009;WW;10.35;84.67;138;
EX1153;Stupice;2009;WW;11.02;81.96;139;
EX1154;Stupice;2009;WW;10.48;89.43;144;
EX1155;Stupice;2009;WW;11.33;86.31;144;
EX1156;Stupice;2010;WW;9.94;93.64;154;
EX1157;Stupice;2010;WW;10.5;82.31;154;
EX1158;Stupice;2010;WW;10.44;91.74;148;
EX1159;Stupice;2010;WW;11.18;82.21;148;
EX1160;Stupice;2011;WW;11.81;89.29;145;
EX1161;Stupice;2011;WW;12.55;;145;
EX1162;Stupice;2012;WW;6.8;69.84;143;
EX1163;Stupice;2012;WW;7.36;;143;
EX1164;Stupice;2012;WW;7.75;75.28;149;
EX1165;Stupice;2012;WW;8.3;77.13;148;
EX1166;Stupice;2012;WW;8.37;;149;
EX1167;Stupice;2012;WW;8.92;;148;
EX1168;Stupice;2013;WW;10.33;93.26;156;
EX1169;Stupice;2013;WW;11.38;;156;
EX1170;Stupice;2014;WW;11.82;106.57;143;
EX1171;Stupice;2014;WW;13.48;;143;
EX1172;Stupice;2015;WW;9.04;105.43;140;
EX1173;Stupice;2015;WW;13.08;;141;
EX1174;Stupice;2015;WW;10.85;101.15;146;
EX1175;Stupice;2015;WW;13.85;;147;
EX1176;Stupice;2016;WW;10.68;97.6;150;
EX1177;Stupice;2016;WW;13.11;91.85;150;
EX1178;Stupice;2016;WW;11.8;90.91;150;
EX1179;Stupice;2016;WW;9.37;101.11;145;
EX1180;Stupice;2016;WW;11.78;90.89;145;
EX1181;Stupice;2016;WW;10.4;95.76;153;
EX1182;Stupice;2016;WW;10.21;93.51;159;
EX1183;Stupice;2017;WW;11.03;89.31;147;
EX1184;Stupice;2017;WW;12.96;81.46;147;
EX1185;Stupice;2017;WW;10.98;86.48;150;
EX1186;Stupice;2017;WW;12.76;80.85;150;
EX1187;Stupice;2018;WW;9.81;74.89;138;
EX1188;Stupice;2019;WW;10.39;94.36;149;
EX1189;Stupice;2019;WW;10.77;90.77;;
EX1190;Stupice;2020;WW;11.85;101.37;139;
EX1191;Stupice;2020;WW;12.08;105.29;148;
EX1192;Stupice;2020;WW;13.75;105.11;148;
EX1193;Stupice;2020;WW;13.4;103.88;148;
EX1194;Stupice;2021;WW;11.02;92.38;159;
EX1195;Stupice;2021;WW;11.41;92.28;153;
EX1196;Stupice;2022;WW;13.01;87.94;145;
EX1197;Stupice;2022;WW;13.45;92.05;141;
EX1198;Stupice;2022;WW;12.26;79.52;145;
EX1199;Stupice;2022;WW;14.14;88.64;141;
EX1200;Stupice;2023;WW;10.64;105.87;145;
EX1201;Stupice;2023;WW;10.48;107.95;146;
EX1202;Stupice;2023;WW;12.74;100.39;145;
EX1203;Stupice;2024;WW;10.59;94.77;133;
EX1204;Stupice;2024;WW;11.09;87.85;128;
EX1205;Stupice;2024;WW;10.23;98.49;136;
EX1206;Stupice;2024;WW;11.78;94.15;136;
EX1207;Stupice;2024;WW;10.89;95.05;136;
EX1208;Trutnov;2009;WW;6.27;93.03;147;210
EX1209;Trutnov;2009;WW;8.88;95.27;147;210
EX1210;Trutnov;2010;WW;8.93;96.17;157;212
EX1211;Trutnov;2010;WW;8.43;92.5;156;210
EX1212;Trutnov;2010;WW;8.14;98.05;160;214
EX1213;Trutnov;2010;WW;8.54;99.73;160;215
EX1214;Trutnov;2011;WW;10.06;82.56;151;209
EX1215;Trutnov;2011;WW;11.29;;151;209
EX1216;Trutnov;2012;WW;10.3;91.45;146;
EX1217;Trutnov;2012;WW;10.85;;147;
EX1218;Trutnov;2013;WW;9.12;92.12;165;213
EX1219;Trutnov;2013;WW;10.67;;165;214
EX1220;Trutnov;2014;WW;9.81;110.72;147;204
EX1221;Trutnov;2014;WW;11.8;;144;204
EX1222;Trutnov;2015;WW;9.54;96.18;150;205
EX1223;Trutnov;2015;WW;10.12;;150;206
EX1224;Trutnov;2016;WW;7.51;85.36;148;201
EX1225;Trutnov;2017;WW;9.21;90.58;153;211
EX1226;Trutnov;2017;WW;10.49;93.12;153;211
EX1227;Trutnov;2018;WW;8.06;85.11;141;192
EX1228;Trutnov;2018;WW;7.94;85.11;141;192
EX1229;Uhersky_Ostroh;2006;WW;7.48;92.44;142;198
EX1230;Uhersky_Ostroh;2006;WW;8.63;84.61;143;200
EX1231;Uhersky_Ostroh;2006;WW;7.56;98.24;148;200
EX1232;Uhersky_Ostroh;2006;WW;8.2;89.56;149;201
EX1233;Uhersky_Ostroh;2006;WW;7.67;96.96;149;200
EX1234;Uhersky_Ostroh;2006;WW;9.2;91.24;151;202
EX1235;Uhersky_Ostroh;2007;WW;5.85;92.45;136;185
EX1236;Uhersky_Ostroh;2007;WW;6.04;80.22;137;185
EX1237;Uhersky_Ostroh;2007;WW;5.9;90.87;132;182
EX1238;Uhersky_Ostroh;2007;WW;5.96;73.7;133;182
EX1239;Uhersky_Ostroh;2007;WW;5.38;84.07;136;185
EX1240;Uhersky_Ostroh;2007;WW;5.18;72.47;137;185
EX1241;Uhersky_Ostroh;2008;WW;9.84;112.98;144;195
EX1242;Uhersky_Ostroh;2008;WW;11.13;93;145;197
EX1243;Uhersky_Ostroh;2008;WW;9.8;121;140;192
EX1244;Uhersky_Ostroh;2008;WW;11.32;115;142;193
EX1245;Uhersky_Ostroh;2008;WW;9.49;105.94;140;193
EX1246;Uhersky_Ostroh;2008;WW;10.32;103.38;141;194
EX1247;Uhersky_Ostroh;2008;WW;9.09;109.34;145;195
EX1248;Uhersky_Ostroh;2008;WW;9.57;106.83;146;197
EX1249;Uhersky_Ostroh;2009;WW;9.4;96.6;137;197
EX1250;Uhersky_Ostroh;2009;WW;11.46;89.91;138;203
EX1251;Uhersky_Ostroh;2009;WW;9.7;93.26;131;193
EX1252;Uhersky_Ostroh;2009;WW;8.36;91.29;136;193
EX1253;Uhersky_Ostroh;2009;WW;11.24;94.91;135;200
EX1254;Uhersky_Ostroh;2010;WW;7.52;99.36;142;195
EX1255;Uhersky_Ostroh;2010;WW;6.98;101.62;149;198
EX1256;Uhersky_Ostroh;2010;WW;10.54;83.05;144;199
EX1257;Uhersky_Ostroh;2010;WW;7.6;96.85;149;198
EX1258;Uhersky_Ostroh;2010;WW;9.94;89.62;150;199
EX1259;Uhersky_Ostroh;2011;WW;9.59;103.4;140;192
EX1260;Uhersky_Ostroh;2011;WW;8.87;98.83;144;194
EX1261;Uhersky_Ostroh;2011;WW;10.18;;141;195
EX1262;Uhersky_Ostroh;2011;WW;9.97;;145;197
EX1263;Uhersky_Ostroh;2012;WW;5.06;71.23;133;188
EX1264;Uhersky_Ostroh;2012;WW;5.42;;133;189
EX1265;Uhersky_Ostroh;2012;WW;5.82;65.45;140;191
EX1266;Uhersky_Ostroh;2012;WW;5.99;;141;193
EX1267;Uhersky_Ostroh;2012;WW;5.71;70.13;141;
EX1268;Uhersky_Ostroh;2012;WW;5.35;;142;
EX1269;Uhersky_Ostroh;2013;WW;8;99.52;139;200
EX1270;Uhersky_Ostroh;2013;WW;9.86;;140;204
EX1271;Uhersky_Ostroh;2013;WW;8.38;97.58;147;204
EX1272;Uhersky_Ostroh;2013;WW;10.22;;148;208
EX1273;Uhersky_Ostroh;2013;WW;10.23;;148;207
EX1274;Uhersky_Ostroh;2014;WW;9.08;106.16;130;189
EX1275;Uhersky_Ostroh;2014;WW;9.13;101.95;138;193
EX1276;Uhersky_Ostroh;2014;WW;10.35;;136;194
EX1277;Uhersky_Ostroh;2014;WW;9.62;101.87;137;193
EX1278;Uhersky_Ostroh;2014;WW;11.85;;138;195
EX1279;Uhersky_Ostroh;2015;WW;5.54;101.43;137;186
EX1280;Uhersky_Ostroh;2015;WW;6.63;;137;187
EX1281;Uhersky_Ostroh;2015;WW;6.35;95.42;140;187
EX1282;Uhersky_Ostroh;2015;WW;6.26;;141;188
EX1283;Uhersky_Ostroh;2016;WW;11.12;98.97;138;191
EX1284;Uhersky_Ostroh;2016;WW;12.7;95.7;139;192
EX1285;Uhersky_Ostroh;2016;WW;11.26;96.55;143;193
EX1286;Uhersky_Ostroh;2016;WW;12.79;92.53;144;194
EX1287;Uhersky_Ostroh;2016;WW;10.99;96.83;144;193
EX1288;Uhersky_Ostroh;2016;WW;12.61;87.77;144;194
EX1289;Uhersky_Ostroh;2016;WW;8.58;91.98;148;193
EX1290;Uhersky_Ostroh;2016;WW;8.38;88.12;149;192
EX1291;Uhersky_Ostroh;2016;WW;9.47;90.5;144;191
EX1292;Uhersky_Ostroh;2017;WW;5.85;90.98;146;188
EX1293;Uhersky_Ostroh;2017;WW;5.2;85.69;146;188
EX1294;Uhersky_Ostroh;2017;WW;5.51;86.09;149;189
EX1295;Uhersky_Ostroh;2017;WW;5.25;82.04;149;189
EX1296;Uhersky_Ostroh;2017;WW;5.21;83.72;150;190
EX1297;Uhersky_Ostroh;2017;WW;4.61;77.07;151;190
EX1298;Uhersky_Ostroh;2018;WW;8.02;87.3;130;179
EX1299;Uhersky_Ostroh;2018;WW;9.51;83.41;130;181
EX1300;Uhersky_Ostroh;2018;WW;8.12;87.62;134;182
EX1301;Uhersky_Ostroh;2018;WW;9.24;85.11;135;184
EX1302;Uhersky_Ostroh;2018;WW;8.29;88.38;136;184
EX1303;Uhersky_Ostroh;2018;WW;9.36;85.57;136;185
EX1304;Uhersky_Ostroh;2019;WW;9.65;103;137;186
EX1305;Uhersky_Ostroh;2019;WW;11.2;100.3;138;191
EX1306;Uhersky_Ostroh;2019;WW;8.03;105;148;195
EX1307;Uhersky_Ostroh;2019;WW;9.27;108;147;197
EX1308;Uhersky_Ostroh;2019;WW;9.58;110;140;193
EX1309;Uhersky_Ostroh;2019;WW;10.45;94;144;192
EX1310;Uhersky_Ostroh;2019;WW;9.86;107;148;194
EX1311;Uhersky_Ostroh;2019;WW;9.45;109;146;189
EX1312;Uhersky_Ostroh;2019;WW;8.78;98.67;143;187
EX1313;Uhersky_Ostroh;2019;WW;10.37;98.23;144;190
EX1314;Uhersky_Ostroh;2019;WW;10.57;96;140;187
EX1315;Uhersky_Ostroh;2019;WW;10.09;109;142;192
EX1316;Uhersky_Ostroh;2019;WW;10.82;101;144;191
EX1317;Uhersky_Ostroh;2019;WW;10.29;103;144;191
EX1318;Uhersky_Ostroh;2019;WW;8.93;106;146;195
EX1319;Uhersky_Ostroh;2019;WW;10.93;109;143;190
EX1320;Uhersky_Ostroh;2019;WW;10.11;109;144;193
EX1321;Uhersky_Ostroh;2019;WW;10.62;107;146;194
EX1322;Uhersky_Ostroh;2019;WW;8.77;113;144;189
EX1323;Uhersky_Ostroh;2019;WW;10.89;103;144;191
EX1324;Uhersky_Ostroh;2019;WW;9.44;115;145;190
EX1325;Uhersky_Ostroh;2019;WW;10.34;95;146;191
EX1326;Uhersky_Ostroh;2019;WW;9.68;110;144;191
EX1327;Uhersky_Ostroh;2019;WW;10.23;95;143;188
EX1328;Uhersky_Ostroh;2019;WW;10.85;95;145;194
EX1329;Uhersky_Ostroh;2019;WW;10.27;101;144;188
EX1330;Uhersky_Ostroh;2019;WW;10.33;94;142;188
EX1331;Uhersky_Ostroh;2019;WW;10.22;105;145;194
EX1332;Uhersky_Ostroh;2019;WW;10.42;102;145;196
EX1333;Uhersky_Ostroh;2019;WW;10.83;103;144;193
EX1334;Uhersky_Ostroh;2019;WW;10.14;101;142;189
EX1335;Uhersky_Ostroh;2019;WW;9.76;109;147;193
EX1336;Uhersky_Ostroh;2019;WW;10.22;109;146;189
EX1337;Uhersky_Ostroh;2019;WW;10.53;104;142;189
EX1338;Uhersky_Ostroh;2019;WW;10.47;99.75;145;194
EX1339;Uhersky_Ostroh;2019;WW;8.02;108;148;198
EX1340;Uhersky_Ostroh;2019;WW;9.26;105;142;190
EX1341;Uhersky_Ostroh;2019;WW;10.77;95;140;191
EX1342;Uhersky_Ostroh;2019;WW;9.8;115;143;190
EX1343;Uhersky_Ostroh;2019;WW;10.28;102;145;193
EX1344;Uhersky_Ostroh;2019;WW;9.38;103;140;189
EX1345;Uhersky_Ostroh;2019;WW;10.04;101;146;193
EX1346;Uhersky_Ostroh;2019;WW;10.85;95;140;194
EX1347;Uhersky_Ostroh;2019;WW;9.79;110;142;189
EX1348;Uhersky_Ostroh;2019;WW;9.91;104;142;189
EX1349;Uhersky_Ostroh;2019;WW;11.12;95;143;191
EX1350;Uhersky_Ostroh;2019;WW;9.47;109;147;194
EX1351;Uhersky_Ostroh;2019;WW;8.21;130;145;187
EX1352;Uhersky_Ostroh;2019;WW;9.51;108;145;196
EX1353;Uhersky_Ostroh;2019;WW;10.49;98;145;194
EX1354;Uhersky_Ostroh;2019;WW;9.9;97;145;192
EX1355;Uhersky_Ostroh;2019;WW;10.65;101;145;189
EX1356;Uhersky_Ostroh;2019;WW;10.19;104;148;189
EX1357;Uhersky_Ostroh;2019;WW;8.71;108;148;195
EX1358;Uhersky_Ostroh;2019;WW;10.31;91;146;194
EX1359;Uhersky_Ostroh;2019;WW;9.41;103;148;193
EX1360;Uhersky_Ostroh;2019;WW;9.8;115;143;189
EX1361;Uhersky_Ostroh;2019;WW;10.38;104;146;190
EX1362;Uhersky_Ostroh;2019;WW;10.26;95;142;188
EX1363;Uhersky_Ostroh;2019;WW;9.95;114;148;196
EX1364;Uhersky_Ostroh;2019;WW;10.04;92;142;194
EX1365;Uhersky_Ostroh;2019;WW;10.1;105;147;190
EX1366;Uhersky_Ostroh;2019;WW;9.6;112;143;191
EX1367;Uhersky_Ostroh;2019;WW;10.34;101;147;192
EX1368;Uhersky_Ostroh;2019;WW;10.22;107;146;191
EX1369;Uhersky_Ostroh;2019;WW;8.67;97;145;197
EX1370;Uhersky_Ostroh;2019;WW;8.59;110;148;198
EX1371;Uhersky_Ostroh;2019;WW;10.08;105;146;190
EX1372;Uhersky_Ostroh;2019;WW;9.13;110;149;193
EX1373;Uhersky_Ostroh;2019;WW;7.42;101;151;194
EX1374;Uhersky_Ostroh;2019;WW;8.97;107;147;196
EX1375;Uhersky_Ostroh;2019;WW;9.6;103;144;194
EX1376;Uhersky_Ostroh;2019;WW;9.61;105;148;197
EX1377;Uhersky_Ostroh;2019;WW;11.26;107;144;194
EX1378;Uhersky_Ostroh;2020;WW;8.97;83.12;139;203
EX1379;Uhersky_Ostroh;2020;WW;9.96;81.95;139;
EX1380;Uhersky_Ostroh;2020;WW;9.47;81.81;145;209
EX1381;Uhersky_Ostroh;2020;WW;8.93;84.19;145;207
EX1382;Uhersky_Ostroh;2021;WW;9.27;89.14;149;194
EX1383;Uhersky_Ostroh;2021;WW;9.52;88.75;150;195
EX1384;Uhersky_Ostroh;2021;WW;10.08;87.24;145;192
EX1385;Uhersky_Ostroh;2022;WW;9.39;68;139;182
EX1386;Uhersky_Ostroh;2022;WW;9.15;83.23;137;181
EX1387;Uhersky_Ostroh;2022;WW;9;77.75;136;181
EX1388;Uhersky_Ostroh;2022;WW;8.56;77.02;139;182
EX1389;Uhersky_Ostroh;2022;WW;8.59;74.8;139;182
EX1390;Uhersky_Ostroh;2023;WW;10.77;105.76;144;194
EX1391;Uhersky_Ostroh;2023;WW;12.34;103.17;145;195
EX1392;Uhersky_Ostroh;2023;WW;10.53;105.91;140;191
EX1393;Uhersky_Ostroh;2023;WW;12.13;98.72;140;191
EX1394;Uhersky_Ostroh;2024;WW;8.57;98.67;123;178
EX1395;Uhersky_Ostroh;2024;WW;11.8;94.83;123;181
EX1396;Uhersky_Ostroh;2024;WW;7.87;102.92;131;183
EX1397;Uhersky_Ostroh;2024;WW;11.55;99.2;132;186
EX1398;Uhersky_Ostroh;2024;WW;8.17;104;131;183
EX1399;Uhersky_Ostroh;2024;WW;11.39;99.98;132;186
EX1400;Uhretice;2006;WW;12.69;87.28;161;209
EX1401;Uhretice;2006;WW;10.41;84.78;155;205
EX1402;Uhretice;2006;WW;12;89.18;161;206
EX1403;Uhretice;2006;WW;11.47;80.22;155;206
EX1404;Uhretice;2007;WW;9.88;;145;
EX1405;Uhretice;2008;WW;11.09;94.55;148;208
EX1406;Uhretice;2008;WW;12.12;92;152;211
EX1407;Uhretice;2008;WW;13.18;92.55;151;212
EX1408;Uhretice;2009;WW;11.68;92.37;140;202
EX1409;Uhretice;2009;WW;12.15;97.26;145;207
EX1410;Uhretice;2009;WW;13.42;79.67;140;205
EX1411;Uhretice;2009;WW;13.38;88.72;145;209
EX1412;Uhretice;2009;WW;7.33;80.3;149;220
EX1413;Uhretice;2010;WW;11.34;95.38;158;207
EX1414;Uhretice;2010;WW;12.96;91.92;158;209
EX1415;Uhretice;2010;WW;10.33;89.1;150;202
EX1416;Uhretice;2010;WW;12.84;85.03;150;204
EX1417;Uhretice;2010;WW;10.2;82.86;162;211
EX1418;Uhretice;2011;WW;11.9;89.05;147;206
EX1419;Uhretice;2011;WW;13.97;;148;208
EX1420;Uhretice;2011;WW;12.36;90.56;152;209
EX1421;Uhretice;2011;WW;14.16;;153;211
EX1422;Uhretice;2012;WW;8.46;79.15;153;
EX1423;Uhretice;2012;WW;7.75;;153;
EX1424;Uhretice;2013;WW;9.1;102.13;161;211
EX1425;Uhretice;2013;WW;12.8;;159;214
EX1426;Uhretice;2013;WW;9.39;106.38;151;210
EX1427;Uhretice;2014;WW;11.84;;145;205
EX1428;Uhretice;2014;WW;8.25;108.13;147;203
EX1429;Uhretice;2015;WW;11.72;103.39;147;200
EX1430;Uhretice;2015;WW;13.22;;147;200
EX1431;Uhretice;2016;WW;11.27;92.35;148;203
EX1432;Uhretice;2016;WW;13.99;92.35;148;203
EX1433;Uhretice;2016;WW;11.49;94.72;153;205
EX1434;Uhretice;2016;WW;14.42;90.36;153;205
EX1435;Uhretice;2016;WW;9.46;95.59;159;206
EX1436;Uhretice;2017;WW;10.92;96.48;151;200
